"Download Date","Awarding Office","FAIN","Award Number","Recipient Name","Action Date (Date Terminated)","Total Amount Obligated","Total Amount Expended","Total Payment Amount (As of Termination)","Unliquidated Obligations (As of Termination)","Award Title","Presidential Action","For Cause (Put X if applicable)","Organization City","Organization State","Organization Country","PI Names","Funding Institutes","Project Terms"
"2025-04-24","NIH","RF1MH132360","1RF1MH132360-01","Graduate School Of Public Health And Health Policy","2025-03-10","$3,296,734.00","$2,442,158.73","2442158.73","$854,575.27","Brief Digital Intervention To Increase Covid-19 Vaccination Among Individuals With Anxiety Or Depres...","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Denis  Nash; Angela  Parcesepe","NIMH - National Institute of Mental Health","high risk; evidence base; population health; anxiety symptoms; anxious symptom; preservation; Infrastructure; COVID-19; COVID19; CV-19; CV19; corona v..."
"2025-04-24","NIH","R25GM132758","3R25GM132758-03S1","University Of Rochester","2025-03-10","$53,996.00","$53,996.00","53996","$0.00","One Health Education: Connecting Humans, Animals, And The Environment","N/A - Departmental Authority","-","ROCHESTER","NY","UNITED STATES","Dina Grossman Markowitz","NIGMS - National Institute of General Medical Sciences","Adolescent Medicine; Adult; 21+ years old; Adult Human; adulthood; Animal Diseases; Animals; Behavior; Behavior Therapy; Behavior Conditioning Therapy..."
"2025-04-24","NIH","UH3DE030063","4UH3DE030063-03","Healthpartners Institute","2025-03-10","$1,490,353.00","$667,999.05","667999.05","$757,577.00","Investigating Behavioral Mechanisms And Efficacy Of A Provider-Directed Intervention For Hpv Vaccine...","N/A - Departmental Authority","-","Bloomington","MN","UNITED STATES","Patricia Lombard Mabry; D. Brad Rindal","NIDCR - National Institute of Dental and Craniofacial Research","21+ years old; accept HPV vaccination; accept HPV vaccine; accept human papilloma virus vaccination; accept human papilloma virus vaccine; accept vacc..."
"2025-04-24","NIH","F30HD107932","5F30HD107932-02","Yale University","2025-03-10","$85,306.00","$85,304.26","85304.26","$1.74","Enhancing K-12 School Safety During A Respiratory Viral Pandemic","N/A - Departmental Authority","-","NEW HAVEN","CT","UNITED STATES","Dan  Li","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","Antibodies; Attitude; Behavior; 0-11 years old; Child Youth; Children (0-21); kids; youngster; Child; Communities; Connecticut; Crowding; Data Collect..."
"2025-04-24","NIH","K01DK125616","5K01DK125616-04","Johns Hopkins University","2025-03-10","$627,765.00","$539,355.30","539355.3","$88,409.70","Implementation Research To Improve The Uptake Of Influenza Vaccination In Ckd","N/A - Departmental Authority","-","BALTIMORE","MD","UNITED STATES","Junichi  Ishigami","NIDDK - National Institute of Diabetes and Digestive and Kidney Diseases","Influenza vaccination; Flu vaccination; Influenza immunization; Prophylactic vaccination against influenza; flu immunisation; influenza virus vaccinat..."
"2025-04-24","NIH","K23HD107184","5K23HD107184-03","Denver Health And Hospital Authority","2025-03-10","$495,277.00","$373,284.05","373284.05","$121,992.95","Digital Storytelling To Reduce Pediatric Influenza Vaccination Disparities: A Pilot Pragmatic Trial","N/A - Departmental Authority","-","DENVER","CO","UNITED STATES","Joshua Tyler Bonnema Williams","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","0-11 years old; 2 year old; 2 years of age; 21+ years old; Address; Adult; Adult Human; African American; Afro American; Afroamerican; Agreement; Area..."
"2025-04-24","NIH","K23HD111624","5K23HD111624-02","Seattle Children'S Hospital","2025-03-10","$310,555.00","$198,957.53","198957.53","$111,597.47","Improving Vaccine Delivery In Hospitalized Children","N/A - Departmental Authority","-","SEATTLE","WA","UNITED STATES","Mersine Alexis Bryan","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","0-11 years old; Acceleration; Address; Application Context; Applications Grants; Award; COVID crisis; COVID epidemic; COVID pandemic; COVID-19 crisis;..."
"2025-04-24","NIH","R01AI165768","5R01AI165768-04","University Of Montana","2025-03-10","$1,643,137.00","$1,308,101.41","1308101.41","$335,035.59","Population-Level Assessment Of Early Childhood Vaccination Timeliness, Parental Vaccine Hesitancy, A...","N/A - Departmental Authority","-","MISSOULA","MT","UNITED STATES","Sophia Raff Newcomer","NIAID - National Institute of Allergy and Infectious Diseases","0-11 years old; Achievement; Achievement Attainment; Address; Adherence; Advisory Committees; Affect; Age; Algorithms; Application Context; Area; B pe..."
"2025-04-24","NIH","R01AI166967","5R01AI166967-03","University Of California, San Francisco","2025-03-10","$1,899,293.00","$1,884,185.90","1884185.9","$10,008.35","Promotion Of Covid-19 Va(X)Ccination In The Emergency Department - Procovaxed","N/A - Departmental Authority","-","SAN FRANCISCO","CA","UNITED STATES","ROBERT  RODRIGUEZ","NIAID - National Institute of Allergy and Infectious Diseases","Cities; Communities; Emergency Medicine; Face; faces; facial; Faculty; Focus Groups; Patient Care; Patient Care Delivery; Goals; Group Meetings; Hospi..."
"2025-04-24","NIH","R01AI169239","5R01AI169239-03","University Of San Francisco","2025-03-10","$1,277,429.00","$722,044.50","722044.5","$382,426.00","Uptake, Safety And Effectiveness Of Covid-19 Vaccines During Pregnancy","N/A - Departmental Authority","-","SAN FRANCISCO","CA","UNITED STATES","Annette Karena Regan","NIAID - National Institute of Allergy and Infectious Diseases","following severe acute respiratory distress syndrome CoV-2 infection; previous COVID-19 infection; previous SARS-CoV-2 infection; previous SARS-CoV2 i..."
"2025-04-24","NIH","R01AI170946","5R01AI170946-03","Southcentral Foundation","2025-03-10","$2,052,323.00","$1,404,735.86","1404735.86","$647,587.14","Alaska Native Communities Advancing Vaccine Uptake","N/A - Departmental Authority","-","ANCHORAGE","AK","UNITED STATES","Julie  Beans; Ann D Collier; Susan Brown Trinidad","NIAID - National Institute of Allergy and Infectious Diseases","2019 novel corona virus; 2019 novel coronavirus; 2019-nCoV; 2019-nCoV vaccine; 21+ years old; 65 and older; 65 or older; 65 years of age and older; 65..."
"2025-04-24","NIH","R01EY028739","5R01EY028739-07","University Of California, San Francisco","2025-03-10","$1,248,374.10","$899,452.14","899452.14","$348,921.96","The Impact Of The Herpes Zoster Vaccine On Herpes Zoster Ophthalmicus","N/A - Departmental Authority","-","SAN FRANCISCO","CA","UNITED STATES","NISHA  ACHARYA","NEI - National Eye Institute","21+ years old; Academy; Address; Adult; Adult Human; Affect; Age; Age Years; American; Area; Award; Benefits and Risks; Blindness; Booster Immunizatio..."
"2025-04-24","NIH","R01HD107753","5R01HD107753-03","Healthpartners Institute","2025-03-10","$2,020,105.00","$1,369,875.78","1369875.78","$548,002.00","Maternal Covid-19 Vaccination And Lactation Outcomes","N/A - Departmental Authority","-","Bloomington","MN","UNITED STATES","Kristin  Palmsten","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","Body Composition; Breast fed; Breastfed; Breastfeeding; Breast Feeding; Centers for Disease Control; Centers for Disease Control and Prevention; Unite..."
"2025-04-24","NIH","R01HG012830","5R01HG012830-03","Washington University","2025-03-10","$1,493,350.00","$976,689.87","976689.87","$516,660.13","Religion And Support For Genomic Healthcare: An Exploratory Study Of The Us Public And Faith Leaders","N/A - Departmental Authority","-","SAINT LOUIS","MO","UNITED STATES","James M Dubois","NHGRI - National Human Genome Research Institute","2019-nCoV vaccine; 21+ years old; Address; Adoption; Adult; Adult Human; Attitude; Belief; Bible; Black; Black Populations; Black group; Black individ..."
"2025-04-24","NIH","R01MH132415","5R01MH132415-02","University Of Pennsylvania","2025-03-10","$1,570,077.00","$974,922.19","974922.19","$595,154.81","Understanding The Regional Ecology Of A Future Hiv Vaccine","N/A - Departmental Authority","-","PHILADELPHIA","PA","UNITED STATES","DOLORES  ALBARRACIN","NIDA - National Institute on Drug Abuse; NIMH - National Institute of Mental Health","21+ years old; AIDS; AIDS Virus; Acquired Immune Deficiency; Acquired Immune Deficiency Syndrome; Acquired Immune Deficiency Syndrome Virus; Acquired ..."
"2025-04-24","NIH","R01NR020482","5R01NR020482-03","Boston College","2025-03-10","$1,714,097.00","$1,136,244.79","1136244.79","$572,179.00","Leveraging Community-Based Behavioral Health To Increase Vaccine Uptake In Latinx Adults With Mental...","N/A - Departmental Authority","-","CHESTNUT HILL","MA","UNITED STATES","Rocio  Calvo; Kirsten  Davison; SEBASTIEN  HANEUSE","NINR - National Institute of Nursing Research","2019-nCoV vaccine; 21+ years old; Academia; Address; Adopted; Adult; Adult Human; Automobile Driving; Behavior Conditioning Therapy; Behavior Modifica..."
"2025-04-24","NIH","R21AI182822","5R21AI182822-02","University Of Chicago","2025-03-10","$374,670.00","$148,950.18","148950.18","$99,409.00","Covid-19 Transmission, Testing, And Vaccination Dynamics Within Migrant Worker Social Networks","N/A - Departmental Authority","-","CHICAGO","IL","UNITED STATES","John  Schneider","NIAID - National Institute of Allergy and Infectious Diseases","access to health care; Access to Information; accessibility of health care; accessibility to health care; Acquaintances; Address; Age; ages; Award; Ba..."
"2025-04-24","NIH","R21HD109536","5R21HD109536-02","University Of San Francisco","2025-03-10","$366,573.00","$366,573.00","366573","$0.00","Evaluating Teen-Parent Dynamics In Adolescent Covid-19 Vaccine Acceptance And Uptake","N/A - Departmental Authority","-","SAN FRANCISCO","CA","UNITED STATES","Annette Karena Regan","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","Hospitalized Adolescent; 21+ years old; Adult Human; adulthood; Adult; Attitude; Behavior; Child; 0-11 years old; Child Youth; Children (0-21); kids; ..."
"2025-04-24","NIH","R21HD110912","5R21HD110912-02","Butler Hospital (Providence, Ri)","2025-03-10","$434,653.00","$347,617.23","347617.23","$93,183.22","Covid19 Vaccine Hesitancy Among Perinatal Women At Risk For Health Disparities","N/A - Departmental Authority","-","PROVIDENCE","RI","UNITED STATES","CYNTHIA L. BATTLE; ERICA JOY HARDY","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","Attention; Attitude; driving; Automobile Driving; Behavior; Black; Black race; Centers for Disease Control; Centers for Disease Control and Prevention..."
"2025-04-24","NIH","R25GM132910","3R25GM132910-05S1","Duquesne University","2025-03-10","$1,640,962.00","$1,521,330.57","1521330.57","$53,063.65","Partnerships For Prevention: A Plan For Managing Student Stress, Anxiety, And Pain Through Interacti...","N/A - Departmental Authority","-","PITTSBURGH","PA","UNITED STATES","JOHN ARCHIE POLLOCK","NIGMS - National Institute of General Medical Sciences","Achievement Attainment; Achievement; ages; Age; Anxiety; Attitude; Mental disorders; Mental health disorders; Psychiatric Disease; Psychiatric Disorde..."
"2025-04-24","NIH","R35GM146974","5R35GM146974-03","Boston Children'S Hospital","2025-03-10","$1,327,011.00","$828,054.05","828054.05","$442,337.00","Digital Data Streams And Machine Learning For Real-Time Modeling Of Vaccine-Preventable Infectious D...","N/A - Departmental Authority","-","BOSTON","MA","UNITED STATES","Maimuna Shahnaz Majumder","NIGMS - National Institute of General Medical Sciences","Address; Behavior; Behavioral; COVID crisis; COVID epidemic; COVID pandemic; COVID-19 crisis; COVID-19 epidemic; COVID-19 era; COVID-19 global health ..."
"2025-04-24","NIH","U54GM115516","3U54GM115516-08S1","Mainehealth","2025-03-10","$18,293,219.00","$13,530,537.91","13530537.91","$248,974.00","Northern New England Clinical And Translational Research Network","N/A - Departmental Authority","-","PORTLAND","ME","UNITED STATES","CLIFFORD JAMES ROSEN; Gary S. Stein","NIGMS - National Institute of General Medical Sciences","Acceleration; Address; Aging; American; Area; Atherosclerosis; Atherosclerotic Cardiovascular Disease; Award; Biometrics; Biometry; Biostatistics; COB..."
"2025-04-24","NIH","F31GM153136","1F31GM153136-01","Johns Hopkins University","2025-03-03","$48,974.00","$22,238.90","22238.9","$26,735.10","Understanding How Chromosomal Makeup And Cross-Sex Hormone Administration Affect Wound Healing In Mi...","N/A - Departmental Authority","-","BALTIMORE","MD","UNITED STATES","Vance  Soares","NIGMS - National Institute of General Medical Sciences","Abscission; Affect; Androgen Receptor; Area; Assay; Attention; B blood cells; B cell; B cells; B-Cells; B-Lymphocytes; B-cell; Beta Cadherin-Associate..."
"2025-04-24","NIH","R01HD115881","1R01HD115881-01","Emory University","2025-03-03","$377,894.00","$280,949.79","280949.79","$96,944.21","Microbiome Mediated Effects Of Gender Affirming Hormone Therapy In Mice","N/A - Departmental Authority","-","ATLANTA","GA","UNITED STATES","RHEINALLT MELFYN JONES; ROBERTO  PACIFICI","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","16 year old; 16 years of age; Address; Affect; Agonist; Antibiotic Therapy; Antibiotic Treatment; Aquadiol; Bacteria; Bone Formation; Bone Marrow; Bon..."
"2025-04-24","NIH","F31HL172648","5F31HL172648-02","University Of Mississippi Med Ctr","2025-03-03","$35,098.00","$35,097.31","35097.31","$0.69","Cross Sex Steroid Therapy And Cardiovascular Risk In The Transgender Female","N/A - Departmental Authority","-","JACKSON","MS","UNITED STATES","Breland  Crudup","NHLBI - National Heart Lung and Blood Institute","21+ years old; 4-O-beta-D-galactopyranosyl-D-glucose; Active Follow-up; active followup; Acute; Address; Adult; Adult Human; adult youth; adulthood; A..."
"2025-04-24","NIH","R01AI171984","5R01AI171984-03","Van Andel Research Institute","2025-03-03","$1,420,407.00","$1,420,406.52","1420406.52","$0.48","The Roles Of Genetics, Hormones, And Gender In Sexually Dimorphic Immune Response","N/A - Departmental Authority","-","GRAND RAPIDS","MI","UNITED STATES","Connie  Krawczyk; Jeremy William Prokop; Timothy J. Triche","NIAID - National Institute of Allergy and Infectious Diseases","65 and older; 65 or older; 65 years of age and older; 65 years of age or more; 65 years of age or older; 65+ years; 65+ years old; 65 years; Ab respon..."
"2025-04-24","NIH","R01DK129239","5R01DK129239-03","University Of Alabama At Birmingham","2025-03-03","$667,021.00","$667,020.67","667020.67","$0.33","Mitochondrial-Based Determinants Of Sex Differences In Acute Kidney Injury","N/A - Departmental Authority","-","BIRMINGHAM","AL","UNITED STATES","LISA M CURTIS","NIDDK - National Institute of Diabetes and Digestive and Kidney Diseases","sex; Pathway interactions; pathway; pre-clinical; preclinical; preclinical study; pre-clinical study; injury response; response to injury; Outcome; re..."
"2025-04-24","NIH","R01HD098233","5R01HD098233-05","University Of Michigan At Ann Arbor","2025-03-03","$2,587,605.00","$2,507,022.08","2507022.08","$80,582.92","Reproductive Consequences Of Steroid Hormone Administration","N/A - Departmental Authority","-","ANN ARBOR","MI","UNITED STATES","Molly Bennette Moravek","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","21+ years old; Adult Human; adulthood; Adult; Affect; Androgenic Agents; Androgenic Compounds; Therapeutic Androgen; Androgens; Animals; Architecture;..."
